id,theme,question,reponse_1,reponse_2,reponse_3,reponse_4,bonne_reponse,explication,difficulte
82,Géographie,Quelle est la capitale d'Éthiopie ?,Libreville,Addis-Abeba,Oulan-Bator,Copenhague,2,,3
83,Géographie,Quelle est la capitale de la Tanzanie ?,Dodoma,Vienne,Madrid,Astana,1,,5
84,Géographie,Quelle est la capitale d'Ouganda ?,Athènes,Tripoli,Kampala,Bangkok,3,,4
85,Géographie,Quelle est la capitale d'Afrique du Sud ?,Budapest,Pretoria,Windhoek,Lisbonne,2,,4
86,Géographie,Quelle est la capitale du Madagascar ?,Antananarivo,Washington,Addis-Abeba,Port-au-Prince,1,,3
87,Géographie,Quelle est la capitale d'Angola ?,Bagdad,Luanda,Astana,Dublin,2,,4
88,Géographie,Quelle est la capitale du Mozambique ?,Astana,Prague,Ankara,Maputo,4,,4
89,Géographie,Quelle est la capitale du Zimbabwe ?,Prague,Harare,Dublin,Tirana,2,,4
90,Géographie,Quelle est la capitale du Botswana ?,Chisinau,Windhoek,Gaborone,Pretoria,3,,5
91,Géographie,Quelle est la capitale de la Namibie ?,Windhoek,Helsinki,Varsovie,Tachkent,1,,4
92,Géographie,Quelle est la capitale du Soudan ?,Beyrouth,Helsinki,Khartoum,Chisinau,3,,4
93,Géographie,Quelle est la capitale des États-Unis ?,Reykjavik,Washington,Libreville,Amsterdam,2,,1
94,Géographie,Quelle est la capitale du Canada ?,Bagdad,Ottawa,Moscou,Vienne,2,,2
95,Géographie,Quelle est la capitale du Mexique ?,Dublin,Mexico,Skopje,Zagreb,2,,1
96,Géographie,Quelle est la capitale du Cuba ?,Kuala Lumpur,Le Caire,La Havane,New Delhi,3,,2
97,Géographie,Quelle est la capitale de la Jamaïque ?,Kingston,Windhoek,Pretoria,Belgrade,1,,3
98,Géographie,Quelle est la capitale du Haïti ?,Copenhague,Port-au-Prince,Oulan-Bator,Bruxelles,2,,3
99,Géographie,Quelle est la capitale du Guatemala ?,Pyongyang,Guatemala,Jérusalem,Reykjavik,2,,4
100,Géographie,Quelle est la capitale du Costa Rica ?,La Havane,Port Moresby,San José,Buenos Aires,3,,4
101,Géographie,Quelle est la capitale du Panama ?,Ankara,Panama,Dublin,Astana,2,,3
102,Géographie,Quelle est la capitale de la Colombie ?,Dublin,Bogota,Vienne,Ankara,2,,2
103,Géographie,Quelle est la capitale du Venezuela ?,Caracas,Tallinn,Athènes,Mascate,1,,2
104,Géographie,Quelle est la capitale d'Équateur ?,Quito,Riyad,Amman,Minsk,1,,3
105,Géographie,Quelle est la capitale du Pérou ?,Suva,Tokyo,Minsk,Lima,4,,2
106,Géographie,Quelle est la capitale de la Bolivie ?,Sucre,Minsk,Berne,Dacca,1,,5
107,Géographie,Quelle est la capitale du Chili ?,Budapest,Beyrouth,Chisinau,Santiago,4,,2
108,Géographie,Quelle est la capitale d'Argentine ?,La Havane,Port Moresby,Phnom Penh,Buenos Aires,4,,1
109,Géographie,Quelle est la capitale d'Uruguay ?,Montevideo,Stockholm,Libreville,Pyongyang,1,,3
110,Géographie,Quelle est la capitale du Paraguay ?,Lisbonne,Varsovie,Tachkent,Asuncion,4,,4
111,Géographie,Quelle est la capitale du Brésil ?,Windhoek,Gaborone,Brasilia,Lisbonne,3,,2
112,Géographie,Quelle est la capitale d'Australie ?,Tachkent,Beyrouth,Varsovie,Canberra,4,,3
113,Géographie,Quelle est la capitale de la Nouvelle-Zélande ?,Wellington,Ljubljana,Reykjavik,Montevideo,1,,3
114,Géographie,Quelle est la capitale des Fidji ?,Minsk,Pékin,Suva,Oslo,3,,5
115,Géographie,Quelle est la capitale de la Papouasie-Nouvelle-Guinée ?,Port Moresby,Oulan-Bator,San José,New Delhi,1,,5
116,Géographie,Paris est la capitale de quel pays ?,Panama,Angola,Koweït,France,4,,2
117,Géographie,Rome est la capitale de quel pays ?,Panama,Italie,Russie,Koweït,2,,2
118,Géographie,Madrid est la capitale de quel pays ?,Norvège,Espagne,Albanie,Pologne,2,,2
119,Géographie,Berlin est la capitale de quel pays ?,Allemagne,Argentine,Pays-Bas,Danemark,1,,2
120,Géographie,Londres est la capitale de quel pays ?,Allemagne,Madagascar,Philippines,Royaume-Uni,4,,2
121,Géographie,Lisbonne est la capitale de quel pays ?,Portugal,Roumanie,Belgique,Lituanie,1,,2
122,Géographie,Bruxelles est la capitale de quel pays ?,Danemark,Slovénie,Belgique,Autriche,3,,2
123,Géographie,Athènes est la capitale de quel pays ?,Grèce,Liban,Gabon,Libye,1,,2
124,Géographie,Amsterdam est la capitale de quel pays ?,Moldavie,Pays-Bas,Lituanie,Bulgarie,2,,3
125,Géographie,Berne est la capitale de quel pays ?,Russie,Suisse,Panama,Italie,2,,4
126,Géographie,Vienne est la capitale de quel pays ?,Slovénie,Pays-Bas,Autriche,Moldavie,3,,3
127,Géographie,Stockholm est la capitale de quel pays ?,Liban,Gabon,Libye,Suède,4,,3
128,Géographie,Oslo est la capitale de quel pays ?,Irlande,Norvège,Espagne,Turquie,2,,3
129,Géographie,Copenhague est la capitale de quel pays ?,Finlande,Pays-Bas,Danemark,Lettonie,3,,3
130,Géographie,Helsinki est la capitale de quel pays ?,Tchéquie,Moldavie,Slovénie,Finlande,4,,3
131,Géographie,Dublin est la capitale de quel pays ?,Norvège,Estonie,Irlande,Espagne,3,,3
132,Géographie,Varsovie est la capitale de quel pays ?,Espagne,Estonie,Islande,Pologne,4,,3
133,Géographie,Budapest est la capitale de quel pays ?,Hongrie,Turquie,Algérie,Ukraine,1,,3
134,Géographie,Prague est la capitale de quel pays ?,Danemark,Moldavie,Tchéquie,Autriche,3,,3
135,Géographie,Bucarest est la capitale de quel pays ?,Slovénie,Roumanie,Danemark,Tchéquie,2,,4
136,Géographie,Sofia est la capitale de quel pays ?,Bulgarie,Lettonie,Pays-Bas,Lituanie,1,,4
137,Géographie,Zagreb est la capitale de quel pays ?,Irlande,Pologne,Croatie,Albanie,3,,4
138,Géographie,Belgrade est la capitale de quel pays ?,Canada,Italie,Serbie,Koweït,3,,4
139,Géographie,Bratislava est la capitale de quel pays ?,Slovaquie,Autriche,Argentine,Guatemala,1,,5
140,Géographie,Ljubljana est la capitale de quel pays ?,Lettonie,Belgique,Slovénie,Portugal,3,,5
141,Géographie,Tallinn est la capitale de quel pays ?,Turquie,Estonie,Islande,Pologne,2,,5
142,Géographie,Riga est la capitale de quel pays ?,Lettonie,Finlande,Danemark,Slovénie,1,,5
143,Géographie,Vilnius est la capitale de quel pays ?,Lituanie,Danemark,Belgique,Lettonie,1,,5
144,Géographie,Reykjavik est la capitale de quel pays ?,Islande,Norvège,Irlande,Tunisie,1,,4
145,Géographie,Tirana est la capitale de quel pays ?,Estonie,Albanie,Espagne,Pologne,2,,5
146,Géographie,Skopje est la capitale de quel pays ?,Macédoine du Nord,Nouvelle-Zélande,Royaume-Uni,Biélorussie,1,,5
147,Géographie,Chisinau est la capitale de quel pays ?,Slovénie,Moldavie,Finlande,Roumanie,2,,5
148,Géographie,Kiev est la capitale de quel pays ?,Ukraine,Islande,Espagne,Tunisie,1,,3
149,Géographie,Minsk est la capitale de quel pays ?,Indonésie,Biélorussie,Allemagne,États-Unis,2,,5
150,Géographie,Moscou est la capitale de quel pays ?,Angola,Russie,Canada,France,2,,2
151,Géographie,Ankara est la capitale de quel pays ?,Tunisie,Turquie,Irlande,Croatie,2,,4
152,Géographie,Pékin est la capitale de quel pays ?,Suède,Chine,Ghana,Qatar,2,,2
153,Géographie,Tokyo est la capitale de quel pays ?,Ghana,Gabon,Liban,Japon,4,,2
154,Géographie,Séoul est la capitale de quel pays ?,Philippines,Émirats arabes unis,Sri Lanka,Corée du Sud,4,,3
155,Géographie,Pyongyang est la capitale de quel pays ?,Sri Lanka,Arabie saoudite,Biélorussie,Corée du Nord,4,,4
156,Géographie,New Delhi est la capitale de quel pays ?,Inde,Cuba,Grèce,Laos,1,,3
157,Géographie,Islamabad est la capitale de quel pays ?,Tchéquie,Finlande,Lettonie,Pakistan,4,,4
158,Géographie,Dacca est la capitale de quel pays ?,Madagascar,Ouzbékistan,Bangladesh,États-Unis,3,,5
159,Géographie,Bangkok est la capitale de quel pays ?,Venezuela,Australie,Indonésie,Thaïlande,4,,3
160,Géographie,Hanoï est la capitale de quel pays ?,Côte d'Ivoire,Portugal,Autriche,Viêt Nam,4,,4
161,Géographie,Phnom Penh est la capitale de quel pays ?,Roumanie,Slovénie,Tchéquie,Cambodge,4,,5
162,Géographie,Vientiane est la capitale de quel pays ?,Laos,Mali,Oman,Inde,1,,5
163,Géographie,Naypyidaw est la capitale de quel pays ?,Birmanie,Portugal,Tchéquie,Finlande,1,,5
164,Géographie,Kuala Lumpur est la capitale de quel pays ?,Malaisie,Finlande,Pays-Bas,Roumanie,1,,4
165,Géographie,Jakarta est la capitale de quel pays ?,Thaïlande,Belgique,Slovaquie,Indonésie,4,,4
166,Géographie,Manille est la capitale de quel pays ?,Biélorussie,Philippines,États-Unis,Bangladesh,2,,4
167,Géographie,Katmandou est la capitale de quel pays ?,Chine,Syrie,Népal,Qatar,3,,4
168,Géographie,Colombo est la capitale de quel pays ?,Guatemala,Arabie saoudite,Sri Lanka,Costa Rica,3,,5
169,Géographie,Oulan-Bator est la capitale de quel pays ?,Lituanie,Roumanie,Mongolie,Bulgarie,3,,5
170,Géographie,Astana est la capitale de quel pays ?,Philippines,Indonésie,Ouzbékistan,Kazakhstan,4,,5
171,Géographie,Tachkent est la capitale de quel pays ?,Allemagne,Royaume-Uni,Ouzbékistan,Thaïlande,3,,5
172,Géographie,Téhéran est la capitale de quel pays ?,Iran,Syrie,Suède,Inde,1,,3
173,Géographie,Bagdad est la capitale de quel pays ?,Suède,Oman,Iran,Irak,4,,3
174,Géographie,Damas est la capitale de quel pays ?,Népal,Syrie,Suède,Ghana,2,,4
175,Géographie,Beyrouth est la capitale de quel pays ?,Gabon,Qatar,Liban,Népal,3,,4
176,Géographie,Jérusalem est la capitale de quel pays ?,Israël,Brésil,Panama,Égypte,1,,3
177,Géographie,Amman est la capitale de quel pays ?,Roumanie,Pays-Bas,Jordanie,Lituanie,3,,4
178,Géographie,Riyad est la capitale de quel pays ?,Corée du Sud,Macédoine du Nord,Arabie saoudite,Sri Lanka,3,,4
179,Géographie,Doha est la capitale de quel pays ?,Gabon,Qatar,Syrie,Suède,2,,4
180,Géographie,Abou Dabi est la capitale de quel pays ?,Arabie saoudite,Émirats arabes unis,Macédoine du Nord,Royaume-Uni,2,,5
181,Géographie,Koweït est la capitale de quel pays ?,Angola,Koweït,Serbie,Brésil,2,,5
182,Géographie,Mascate est la capitale de quel pays ?,Grèce,Suède,Oman,Mali,3,,5
183,Géographie,Sanaa est la capitale de quel pays ?,Ghana,Népal,Maroc,Yémen,4,,5
184,Géographie,Le Caire est la capitale de quel pays ?,Angola,Égypte,Panama,Brésil,2,,2
185,Géographie,Rabat est la capitale de quel pays ?,Suède,Maroc,Liban,Syrie,2,,3
186,Géographie,Alger est la capitale de quel pays ?,Irlande,Tunisie,Islande,Algérie,4,,2
187,Géographie,Tunis est la capitale de quel pays ?,Ukraine,Algérie,Croatie,Tunisie,4,,2
188,Géographie,Tripoli est la capitale de quel pays ?,Maroc,Népal,Libye,Liban,3,,4
189,Géographie,Dakar est la capitale de quel pays ?,Islande,Hongrie,Albanie,Sénégal,4,,3
190,Géographie,Bamako est la capitale de quel pays ?,Syrie,Mali,Japon,Iran,2,,4
191,Géographie,Yamoussoukro est la capitale de quel pays ?,Viêt Nam,Afrique du Sud,Côte d'Ivoire,Bangladesh,3,,5
192,Géographie,Accra est la capitale de quel pays ?,Chine,Maroc,Ghana,Syrie,3,,5
193,Géographie,Abuja est la capitale de quel pays ?,Nigeria,Islande,Ukraine,Albanie,1,,5
194,Géographie,Yaoundé est la capitale de quel pays ?,Lituanie,Cameroun,Slovénie,Tchéquie,2,,5
195,Géographie,Libreville est la capitale de quel pays ?,Japon,Chine,Grèce,Gabon,4,,5
196,Géographie,Nairobi est la capitale de quel pays ?,Ghana,Liban,Libye,Kenya,4,,4
197,Géographie,Addis-Abeba est la capitale de quel pays ?,Lituanie,Lettonie,Éthiopie,Finlande,3,,4
198,Géographie,Dodoma est la capitale de quel pays ?,Bulgarie,Tanzanie,Roumanie,Danemark,2,,5
199,Géographie,Kampala est la capitale de quel pays ?,Hongrie,Estonie,Islande,Ouganda,4,,5
200,Géographie,Pretoria est la capitale de quel pays ?,Corée du Sud,Afrique du Sud,Arabie saoudite,Corée du Nord,2,,5
201,Géographie,Antananarivo est la capitale de quel pays ?,Kazakhstan,Madagascar,Allemagne,Indonésie,2,,4
202,Géographie,Luanda est la capitale de quel pays ?,Suisse,Italie,Soudan,Angola,4,,5
203,Géographie,Maputo est la capitale de quel pays ?,Mozambique,Madagascar,Indonésie,Allemagne,1,,5
204,Géographie,Harare est la capitale de quel pays ?,Portugal,Slovénie,Roumanie,Zimbabwe,4,,5
205,Géographie,Gaborone est la capitale de quel pays ?,Portugal,Bulgarie,Botswana,Pays-Bas,3,,5
206,Géographie,Windhoek est la capitale de quel pays ?,Namibie,Islande,Estonie,Irlande,1,,5
207,Géographie,Khartoum est la capitale de quel pays ?,Soudan,Russie,Serbie,Égypte,1,,5
208,Géographie,Washington est la capitale de quel pays ?,Thaïlande,États-Unis,Philippines,Mozambique,2,,2
209,Géographie,Ottawa est la capitale de quel pays ?,Russie,Serbie,Canada,Suisse,3,,3
210,Géographie,Mexico est la capitale de quel pays ?,Turquie,Mexique,Albanie,Ukraine,2,,2
211,Géographie,La Havane est la capitale de quel pays ?,Syrie,Cuba,Inde,Oman,2,,3
212,Géographie,Kingston est la capitale de quel pays ?,Pays-Bas,Slovénie,Jamaïque,Tchéquie,3,,4
213,Géographie,Port-au-Prince est la capitale de quel pays ?,Liban,Syrie,Chine,Haïti,4,,4
214,Géographie,Guatemala est la capitale de quel pays ?,Belgique,Allemagne,Guatemala,Thaïlande,3,,5
215,Géographie,San José est la capitale de quel pays ?,Slovaquie,Sri Lanka,Mozambique,Costa Rica,4,,5
216,Géographie,Panama est la capitale de quel pays ?,Brésil,Canada,Suisse,Panama,4,,4
217,Géographie,Bogota est la capitale de quel pays ?,Colombie,Bulgarie,Lituanie,Danemark,1,,3
218,Géographie,Caracas est la capitale de quel pays ?,Pays-Bas,Thaïlande,Venezuela,Portugal,3,,3
219,Géographie,Quito est la capitale de quel pays ?,Équateur,Autriche,Finlande,Tchéquie,1,,4
220,Géographie,Lima est la capitale de quel pays ?,Pérou,Japon,Chine,Grèce,1,,3
221,Géographie,Sucre est la capitale de quel pays ?,Bolivie,Albanie,Hongrie,Pologne,1,,5
222,Géographie,Santiago est la capitale de quel pays ?,Suède,Chili,Grèce,Libye,2,,3
223,Géographie,Buenos Aires est la capitale de quel pays ?,Australie,Argentine,Belgique,Portugal,2,,2
224,Géographie,Montevideo est la capitale de quel pays ?,Uruguay,Pologne,Croatie,Albanie,1,,4
225,Géographie,Asuncion est la capitale de quel pays ?,Finlande,Paraguay,Pays-Bas,Lituanie,2,,5
226,Géographie,Brasilia est la capitale de quel pays ?,France,Angola,Brésil,Égypte,3,,3
227,Géographie,Canberra est la capitale de quel pays ?,Argentine,Australie,Venezuela,Belgique,2,,4
228,Géographie,Wellington est la capitale de quel pays ?,Royaume-Uni,Ouzbékistan,Thaïlande,Nouvelle-Zélande,4,,4
229,Géographie,Suva est la capitale de quel pays ?,Fidji,Chine,Japon,Qatar,1,,5
230,Géographie,Port Moresby est la capitale de quel pays ?,Papouasie-Nouvelle-Guinée,Nouvelle-Zélande,Bangladesh,Philippines,1,,5
231,Géographie,Quelle est la monnaie officielle du Japon ?,le birr,le yen,le cedi,le rand,2,,1
232,Géographie,Quelle est la monnaie officielle du Royaume-Uni ?,la couronne tchèque,la livre sterling,la couronne suédoise,le franc suisse,2,,1
233,Géographie,Quelle est la monnaie officielle des États-Unis ?,le dong,la roupiah,le dirham,le dollar,4,,1
234,Géographie,Quelle est la monnaie officielle de la Suisse ?,le franc suisse,la couronne norvégienne,la couronne danoise,la livre sterling,1,,2
235,Géographie,Quelle est la monnaie officielle de la Chine ?,le riyal,le yuan,le baht,le yen,2,,2
236,Géographie,Quelle est la monnaie officielle d'Inde ?,le dollar,le ringgit,la roupiah,la roupie,4,,2
237,Géographie,Quelle est la monnaie officielle de la Russie ?,le shekel,le rouble,la roupie,le dollar,2,,2
238,Géographie,Quelle est la monnaie officielle de la Pologne ?,le shekel,le dirham,le zloty,le real,3,,3
239,Géographie,Quelle est la monnaie officielle de la Tchéquie ?,le peso argentin,la livre sterling,la couronne norvégienne,la couronne tchèque,4,,4
240,Géographie,Quelle est la monnaie officielle de la Suède ?,la couronne tchèque,la couronne norvégienne,la livre sterling,la couronne suédoise,4,,3
241,Géographie,Quelle est la monnaie officielle de la Norvège ?,la couronne tchèque,la couronne norvégienne,la couronne danoise,la livre turque,2,,3
242,Géographie,Quelle est la monnaie officielle du Danemark ?,la livre égyptienne,la couronne danoise,la couronne islandaise,la couronne tchèque,2,,3
243,Géographie,Quelle est la monnaie officielle de la Hongrie ?,le dollar,le forint,le naira,la roupie,2,,4
244,Géographie,Quelle est la monnaie officielle de la Turquie ?,le peso argentin,le shilling kényan,la livre sterling,la livre turque,4,,3
245,Géographie,Quelle est la monnaie officielle d'Israël ?,le zloty,le naira,le dong,le shekel,4,,3
246,Géographie,Quelle est la monnaie officielle de la Corée du Sud ?,le rial,le won,le leu,le cedi,2,,3
247,Géographie,Quelle est la monnaie officielle du Viêt Nam ?,le cedi,le rand,le dong,le birr,3,,4
248,Géographie,Quelle est la monnaie officielle de la Thaïlande ?,le riyal,le yuan,le real,le baht,4,,3
249,Géographie,Quelle est la monnaie officielle du Brésil ?,le real,le birr,le rial,le rand,1,,3
250,Géographie,Quelle est la monnaie officielle du Mexique ?,la livre sterling,le peso mexicain,la livre égyptienne,le franc suisse,2,,2
251,Géographie,Quelle est la monnaie officielle du Maroc ?,le dollar,le dirham,le dong,le rouble,2,,3
252,Géographie,Quelle est la monnaie officielle d'Égypte ?,le shilling kényan,le franc suisse,la couronne suédoise,la livre égyptienne,4,,3
253,Géographie,Quelle est la monnaie officielle d'Afrique du Sud ?,le cedi,le rand,le yen,le real,2,,3
254,Géographie,Quelle est la monnaie officielle du Nigeria ?,le dirham,le forint,le naira,le real,3,,4
255,Géographie,Quelle est la monnaie officielle d'Éthiopie ?,le dong,le naira,le cedi,le birr,4,,5
256,Géographie,Quelle est la monnaie officielle du Ghana ?,le cedi,le won,le yuan,le birr,1,,5
257,Géographie,Quelle est la monnaie officielle du Kenya ?,la livre sterling,le peso chilien,la couronne suédoise,le shilling kényan,4,,4
258,Géographie,Quelle est la monnaie officielle d'Iran ?,le cedi,le baht,le zloty,le rial,4,,4
259,Géographie,Quelle est la monnaie officielle d'Arabie saoudite ?,le riyal,le forint,le yuan,le dong,1,,4
260,Géographie,Quelle est la monnaie officielle d'Indonésie ?,le rouble,le dirham,le yuan,la roupiah,4,,4
261,Géographie,Quelle est la monnaie officielle de la Malaisie ?,le yuan,le ringgit,la roupiah,le zloty,2,,4
262,Géographie,Quelle est la monnaie officielle du Pérou ?,le rand,le won,le rial,le sol,4,,4
